qid,question_text,target,length
001ad6eb5e54caafb002,Can I get MBBS seat in govt medical colege in Gujarat if my state ramk is 641?,0,17
001ad8b387372b905f6b,Getting a -000 reading from white wire that's tied to the ground bar what does that mean?,0,17
001add8ec6a6a849e3c9,How long do you think it will take for Quora to remove this question? Closest guess wins a prize.,0,19
001ae003f36e9436dea3,Where can I purches some DMT in Orange County?,0,9
001ae2a5d5eebca9dd80,What is the recipe for boiled egg noodles?,0,8
001af72a0bd3e0365665,Do therapists actually care about you like they would a friend or do they care cause it’s their job?,0,19
001b09db7006fcd8f809,What does it mean if I have a light sensitivity and sometimes my head is in pain and it I feel that it will broke into half?,0,27
001b0c34a25a7d67cfed,Can I get CSE branch in VIT Chennai if my rank is 28777?,0,13
001b0e88771dc7995918,Is it legal for a debtor or quit their job to avoid a creditors collection efforts and still claim unemployment in California?,0,22
001b122adb7d419c5cef,Among all which software service based companies have higher salary?,0,10
001b1a614d11f9d8d4de,How long would it take for someone to notice if you suddenly disappeared?,0,13
001b2c881f7214066999,How social networking sites work with opinion mining techniques applied on user comments?,0,13
001b397cebd9cfe722c7,Are you doing your dream job?,0,6
001b436e0fc39672e0c6,How is ammonium bicarbonate used in production of bread?,0,9
001b5f380d62f65ff3ad,Does a box of ammo just explode or does each individual bullet go off like fireworks?,0,16
001b7ab0d26dbf550b68,What is the best method for determining what your values are?,0,11
001b8093b284ae1919b7,What is the difference between impression materials and impression compound?,0,10
001b83155921c51dbeba,Is someone from SCI Graduate Marine engineers (GME) Mumbai?,0,9
001b981150645928d056,How do animals defend themselves out in the wild?,0,9
001ba1117b392b96f371,How do I get a job as an ilustrator?,0,9
001ba14913e56f9657bf,Can California legally require that Tinder stop charging users over 30 years old a higher rate?,0,16
001bac959ac390848245,"What is the book ""Nothing Succeeds Like Success"" about?",0,9
001bc4c694738bdd775c,What cold war and its effects?,0,6
001bcb41db4b1b2ddffb,Why has polythene been banned in our state and country?,0,10
001bceea34c76d8530d2,Do State Bureaus of Investigation investigate homicide more than the FBI does?,0,12
001be7e35e12f0e69666,"Is it difficult for animal welfare charities to compete against those that benefit humans, epecially when many of us have limited funds to contribute?",0,24
001bfc5dcf55dc2e655b,Why should you consider taking a train ride from Philadelphia to Baltimore?,0,12
001c0ebb687d054b01e8,What are Howie Seago's major accomplishments as an actor?,0,9
001c2f7108f15df7c4f7,What are the risks of bleeding and clotting during early pregnancy?,0,11
001c3184df991f0114ea,Do animals make noise when having sex?,0,7
001c40e6ce41d6525e9e,How is it that I can get 6 to 8 hours of sleep before my graveyard shift and still have trouble staying awake for my 7 hours of work?,0,29
001c444263b3e2bc21b3,What is considered a babyface in WWE?,0,7
001c473467659b27a143,What are the new topics for research in Human Resource management?,0,11
001c496c456789c2c952,What are the challenges that Lori Anne Allison has faced as a makeup artist?,0,14
001c49b41ddfc6df2687,What are some of the most remote areas in the world?,0,11
001c5124892b192bd07a,Where can one apply for aadhar in bandhup West lbs Marg?,0,11
001c52bfdf0c2531ba0c,What are objective criteria in evaluating cell's health in culture?,0,10
001c563eb2f901ccfe1e,What is the salary range of the salary of rich people?,0,11
001c5a0779025ff57b23,What happens to those who have less than 75% attendance?,0,10
001c5b40d4a0ab08afe2,"Who is the worst USA president, Bush or Trump?",0,9
001c5b990bfe99882b87,I have corrected only my exam centre in NEET form do I have to pay any correction fee?,0,18
001c6650cd1941bf76bc,Do you know about Mumbai call girl service?,0,8
001c7da69d094a1c40c9,What is the full procedure of cutoff based admission in Delhi University?,0,12
001c803fb675ae7ec0ed,"What is the longest practical distance that light rays could converge? (on earth, in a standard atmosphere)",0,17
001c81d39605a7114130,"Why did Captain Phasma give up so easily? I, personally thought that she was going to somehow resist or trick the gang.",0,22
001c92773afd4fa4f519,What is scope of BA?,0,5
001c9458075a77efbb20,Why there is lots of suicide?,0,6
001c9a36430d12f0d4a4,Is it racism what this Australian girl did to me? I'm Asian.,0,12
001ca58d3f1a109e929f,What do you think about the protests against Padmaavat (Padmavati)?,0,10
001cae42ecabdac9f4d7,How did we decide that the earth rotates from west to east?,0,12
001cae85b942c3f9147c,How can I be a great footballer?,0,7
001cb908f1862e4d0e17,What is the diff between LTE and volte phone in providing facility?,0,12
001cbffb94301fb31970,Prevent forwarding of your WhatsApp videos?,0,6
001cd2f944e9c9bad411,What songs should we play during the cocktail hour at our wedding?,0,12
001cd5e0fbde21f51114,How common is injury due to friendly fire in military operations?,0,11
001cd9158c7643ba6ec4,Where can I find a free carpet installation invoice template?,0,10
001ce08c98ec582f76c4,Why do I always mess everything up?,0,7
001cfc962e236e2f39ad,What 1890s born celebrities were still alive in the 1990s?,0,10
001d2185838a0729276d,How do sex workers handle and secure their cash earnings?,0,10
001d270a06cc4b88bfa5,"I have made payment for AA recruitment fee but transaction didn't complete and balance deducted from my bank account and the site is still asking for payment, why so?",0,29
001d359052c29542d033,I've got 88/200 in MU OET 2018. What branch and rank can I expect?,0,14
001d483f2ccf2acb0124,Has it become more difficult since 2015 to land a job through the USC MS CS program?,0,17
001d4b1c09a2fd827c73,What should Indian teenager never try in there life?,0,9
001d62c04f615ac18171,Is the job market bad for experience holders in India currently?,0,11
001d7d896eff993e13ff,Would a famous person on social media ask a fan for something like money or iTunes cards?,0,17
001d81082a5d56053f66,What are Robin Gibb's major accomplishments as a singer?,0,9
001d8c11e13e34ed537e,What is the budget for new year camping in Jaisalmer?,0,10
001da585fa112f5c858d,What are the best humour or jokes in the world?,0,10
001da5913d2e9a57acfa,"What role did Leigh Francis develop as the fictional character ""Keith Lemon""?",0,12
001da7d54bc8e203c953,Will cars be still around in 100 years?,0,8
001da927ea21866d311a,Is it true that Chennai is developed because of Telugu people?,0,11
001db5b7ff986ad7a848,Is it dangerous to have blood in cough in morning?,0,10
001dbee90b80b316b69b,Why would more people live in one country over another?,0,10
001dfa447fc7832fa734,Whatis the difference between a stag and a buck?,0,9
001e00614ea57296097e,Can I lose weight without eating eggs?,0,7
001e2cd5ea2976993f8d,Can a restaurant play loud music in?,0,7
001e353999aef43beb60,What are some cultural taboos in Russia?,0,7
001e3a56ee27928c1408,"What if I want to start practice after articleship in big 4? If not practice, what are other options available?",0,20
001e3dd3cd24e70c88c4,What does Europeans think of anti semites attacks by Muslims in their countries?,0,13
001e49b0dc276f1bb704,How did James Burke become deaf?,0,6
001e560f0e81317d3da3,Is there any directory for IT professionals in Bangalore?,0,9
001e564620cebac45a2b,Is it possible to suffer from depression without knowing it?,0,10
001e5c14dd1a8f9f689e,How can I disassemble .22 double-action revolvers?,0,7
001e5fa00879db157080,Will you be able to play a co-op games between a Nintendo 3DS and the Nintendo Switch?,0,17
001e6d407eff16917db7,Why is it hard to download games from the Play Store?,0,11
001e81182bb42f3f5a24,How do I get cheap flight tickets from Delhi to London?,0,11
001e934a86900712c024,How can I quickly learn breakdance power moves?,0,8
001e98bd44cf1984922c,Is there a stereotype attached to people from Sydney’s northern beaches?,0,11
001ea01df07c548cce9f,Do you think inflation hits rich businessman?,0,7
001ea2fa120a9a772e07,Can you make more money as an electrician?,0,8
001eb5a39fa0a3dea419,Why Indian girls have fetish for White guys?,0,8
001eb75a7cef68f4e75d,"What are some tips to write a summary about ""Until they bring the streetcars back""?",0,15
001ec413aa3f4a2f579b,Who is the best broker for a new real estate agent in California?,0,13
001eca5555b70ab163e0,Whats the cleanshot way to express ones feelings to a girl irrespective of the outcome?,0,15
001eea1cb132908a9067,What are your views on Barkha Dutt switching to NewsX?,0,10
001ef1285da71edd27ba,Would Twitter hire you if you don't have a Twitter account?,0,11
001ef2c4d31b3789e104,"How was Swagatham 2018 program by CSA, IISc for GATE 2018 toppers? How people are selected/invited and do they invite only Computer science students or others also?",0,27
001ef6c475dba489139a,"I get 1st place or otherwise in the top three for hashtags on nearly all of my posts, even with million-post hashtags. However I do not get much traffic from that, only getting follows through following. What am I doing wrong?",0,41
001f04f8c6c3af508aa2,How can I get market research report on kids apparel industry India?,0,12
001f075cf2e3201b735f,What are the different types of consultants and what is the qualification to become a consultant?,0,16
001f22f11492d8763c79,What is the difference in listed and unlisted company?,0,9
001f28548d64873b98bc,Should I ask any questions?,0,5
001f30d73ed1a9264511,Which are the best books to read for Indian politics and which tells truth about all the political matter?,0,19
001f382de00d94877c2c,Does an analog energy meter rotate when the load is off?,0,11
001f38a9665551cbfc0c,What will people know about Generation Z in 2050?,0,9
001f4234bd89ec5f8903,Could the modern Canadian military take on Nazi Germany of WW2?,0,11
001f456432715e83b43f,"If I throw an ice cube into the ocean, what is the chance that I will come in contact with one of those water molecules (from the ice) again in my lifetime?",0,32
001f4bf62a9347cd2d3d,"Why my Acer Aspire V 13 laptop show me ""no battery is detected""?",0,13
001f4f3f272816d6bc39,How can I forcibly convert all Chinese people to Sunni Wahabbi Islam?,0,12
001f54da2c943aa1737d,Can I get a friend from UK or USA?,0,9
001f5739f5fd67ad262c,What are the requirements to get in Princeton?,0,8
001f77ebfc529acb9ed1,How are the two types of urban local bodies constituted?,0,10
001f9180b6616782595f,Did the idea of yin and yang originate in China?,0,10
001f952e00ecf5d82544,What should you take into consideration when making a Hank Hill costume?,0,12
001fabd80ba520fe8fe1,Can a Chinese person start a political party?,0,8
001fbe4a683582df8a47,Why iron is not found in its free state?,0,9
001fc3a1da8e0508e8f8,How fast will humans die If the sun suddenly turn off and solidify maintaining the same gravitational force?,0,18
001fc4667f851fac177e,How do you search for and find mass graves?,0,9
001fca1b841245bf4e7b,Do crime reporters face death threats?,0,6
001fdc32baad36e6892e,Which is the best elevator company in India?,0,8
001fe721341ce146c645,Will the end of Net Neutrality help traditional media rebound?,0,10
001ff239535a9d75271a,Is there any apps for mining bitcoin with paid version?,0,10
001fff421a1f26881c23,Who was the shortest professional wrestler ever?,0,7
002000ee4afd7a5f1efd,Which offices or agencies are legally able to arrest a sitting U.S. President?,0,13
00201293fd3be3499dd3,Who are the major jute exporters in Bangladesh?,0,8
00201a282665c6dfad0f,Which university should I apply for a bachelor in the liberal arts in Europe?,0,14
00201b7c10e2b1684ec4,"TUM Masters in communication requires recommender to state that the candidate was in top 20%, why will he do when he wasn't?",0,22
002022401f088ae5a0f3,"My body temperature has increased slightly, but I don't have any feverish feeling. Is there any matter of concern?",0,19
002024c88aa44056256c,What summer internships are available for marketing aspirants?,0,8
00202e4e4fb8c2b3aca3,What are the differences between depression and melancholia?,0,8
0020422bfcdfa73d2bf7,How did you manage to overcome childhood adversity to become the person you are today? What were the prime motivators during your journey?,0,23
002047be63273f2d2e78,What is the genetic background in details?,0,7
002057863c6405e096f9,"If men have a better pain tolerance than women, does that mean they would handle childbirth, menstrual pain and breastfeeding better?",0,21
00208054da1eb27f53de,What was the historical significance of Mesopotamia's god?,0,8
0020853e782d27d173fc,Why is it ironic about the meaning of salem where so many people were hanged in the crucible?,0,18
00208e4f9fad2f1cf9f9,Is it wrong that I love someone I've never met?,0,10
0020938347b83674aa21,Is there anything called love at first sight?,0,8
0020a9d9c2f28556a538,Do Akshay Thakre has naag-mani with him?,0,7
0020c0d48fc14370110e,"This guy tells everyone that he hates me, but I have never talked to this guy. If he does why does he keep staring at me and try to look at me when I’m not looking?",0,36
0020d78c6e28b90acd41,Where is the answer key of mock test for AIIMS 2018 which is distributed tomorrow?,0,15
0020e40d0df413e82faf,Why some LG phone tempature get too high?,0,8
002108331ca718da9728,Can teachers smack students at school in Australia?,0,8
00210ce013634bc7b445,Why is Aerogel so expensive?,0,5
002115139b023d1c4580,"Is it ok to walk your dog in the rain, or what are alternatives?",0,14
00211f86764762d50cca,"What is the plural of ""Mathematics""?",0,6
0021228d6607e74de36b,"Why do people act like having sex is this amazing thing and everybody else should want to have it? I don't care if people enjoy sex if they're happy, but I hate when they act like my asexuality means I'm either missing out on life or being childish.",0,48
002156afeba2b96efdfe,How much does it cost to live in Paris for a month?,0,12
0021827406e229e753d1,"How can I say (and write) ""Are you Tibetan?"" in Tibetan?",0,11
002187f1616a7e34e5e5,How do you change the wording in a Groupon review that I already submitted?,0,14
0021892805a645de2363,"If Jorge Luis Borges was alive now, where would he publish his short stories?",0,14
0021a2392cf121a39298,How do you make sure you are implementing the ideas you get from the books you read?,0,17
0021b5c11d010546bb44,What is the point of intersection between y= \sqrt {6-x} and y=x?,0,12
0021c01ad85c33c2434e,What is the best way to report fraud by a hospital or medical practice?,0,14
0021c28129e9855577ef,Why do people on YouTube disrespect my opinions with fake exhausts on cars such as Mercedes-Benz and Audi?,0,18
0021d2565fefbc58f2e7,"Do you shower before breakfast, or have breakfast before showering?",0,10
0021dbf7b024da4c7b3d,"Given a constant volume, does pressure drop as gas is absorbed?",0,11
0021fcc5bc562f44adcb,What is the name of the bird that lives in gir forest and freezes when threatened?,0,16
0022053464a8c2cb356a,Is it possible knowingly to stop your own heart or heartbeat?,0,11
00220a95d2704c34b829,"Doctor injected anesthetic into my skin for minor surgery. I felt a cold rush through my body, but absolutely no numbing in the area whatsoever, I felt it all and it was horrible. Could he have injected directly into my bloodstream?",0,41
00220e19600c39b443f4,What is cryptorchidism and how is it treated?,0,8
00220ff216f041d0ab26,Why is education better than business?,0,6
00222221e617b0369baf,Is there a way to switch accounts you signed up with on your Windows 10 PC?,0,16
00222e960cd49d9986f5,Why did most of the colonial empires come out of European countries?,0,12
002237699bdd476961d3,"You can swap your identity with anyone in the world but you are stuck with their body, money, house, debts and family forever, who do you choose?",0,27
0022382dfadbec7105c0,Does buying a graphic card holding laptop damage the laptop's performance faster than that of a ordinary laptop?,0,18
002245795c50f2043fe5,"What is the Orthodox Christian argument against ""Filioque?""",0,8
002257f1d944f9ba88b7,How do you know when your boyfriend is bipolar?,0,9
00225af4343a25be325f,"Economically speaking, were wages higher for men before women entered the workforce?",0,12
0022818e762ead1984a8,Is the X1 Bike waterproof?,0,5
00228419dc50c44eb844,What are the most resent challenges in human resources management that need to be addressed?,0,15
002284840b558e065b03,"What are those kid gang genre movies like The Goonies, E.T or Stand By Me called?",0,16
002284dd90794d81879c,What are some examples of fables and folktales?,0,8
0022b04d8437d2898d75,Why is Snapchat popularity declining?,0,5
0022b0ea865d8c394eb2,What does the chairman of a regional federal reserve do?,0,10
0022b387a151c3146501,Is Canada a better country to pursue MBA in banking and finance after 2 years of experience in Indian banking system?,0,21
0022b3b60a6b252f6fd3,What is the colour of methyl orange in limewater?,0,9
0022bcbe25f17b84b114,What causes itchiness in my breasts?,0,6
0022f66fdbb921993232,"If every other car is autonomous and you had the only non-autonomous car, what would you do?",0,17
0022fa0c1e4cf381e6f9,How can I start earning after doing my MBBS other than private clinics? Like how to apply for hospitals and what would be the salary?,0,25
0022fb1bd42f9da06890,What is the best collection of amazing facts?,0,8
00230872a2becd4b4772,Which are some of the world's most dangerous for activists?,0,10
002309c07cc9959e6f32,Is it bad for a 13 year old girl to be extremely close to a 22 year old girl if they're not related?,0,23
00231f314f664aecc302,How can I train a Yorkie-Pom dog to follow my commands?,0,11
00232e88579f3e067d5e,What are the best running shoes for flat feet?,0,9
002335c41c0235476322,What is the easiest way to convert cubic feet into liters in basic chemistry?,0,14
00233c4e4d379154763c,Are there any uses of sports certificates at school level in any interview?,0,13
00235253bf6d200affc4,How many times has the U.S. Air Force failed to send over court martial records to the F.B.I.?,0,18
00235520fbc0099e509c,What should I do if I’m electrical engineer but very intrested in mechanical machines & equipments?,0,16
002357cfc3218a7f9005,What is future of Administrator in Linux?,0,7
002362eb57ac3c962f96,why do Gopal Krishna Gokhale was considered an important mentor to Gandhi?,0,12
002370c4314caeb642ea,Where can I buy unique and quirky products online?,0,9
00237878d85935ef715d,"Game of Thrones, what does Arya find out about Littlefinger?",0,10
00238b87eeb29a9d84a6,What are some of the foods which should be taken at least once in a week?,0,16
00239fe97666cfc4c834,What's the weight of undergraduate research while applying for Integrated PhD (Physics) in India? Does not having a research paper published after Bachelor degree deter the chances of getting selected?,0,30
0023a4abbfdadb9c7ca3,"M.Planning or M.Des, whats better after B.tech in civil engineering?",0,10
0023b7f5f1c80171363c,What are some of your 'Bakkushan' moments?,0,7
0023e8fc9d36a1a1d692,Does walmartlabs give new hire stock grants and how does the RSU vesting work?,0,14
0023ef31653c30d9bcb2,What do you think will happen to Bitcoin 2018?,0,9
0023f61054eb59e816cb,What is actually happening in Syria with children?,0,8
00240b36ddeeaba73487,What are the job prospects after doing an MSc in Chemistry or Biology?,0,13
002422f6f10c9b7c6dc0,What would you name a cognitive automation solution?,0,8
002428bbab7c0d60962c,Does Facebook record audio on users' devices for ad-targeting purposes?,0,10
0024296ad0dfc438c6ce,How is pre-ordering considered bad?,0,5
0024309fbe3a68a0c1e0,Which college I could get with 530 marks in neet'17 specially in UP?,0,13
00244c27242395f078f4,What is the point of speed limits on interstate highways and nonresidential/city roads? Stationing police officers on these roads seems like a huge waste of limited police resources.,0,28
00244c40cb3801ef15f5,What are some good tips for ESO?,0,7
002472cd3175b0abeaf1,Which dog collars are the best to use when training dogs?,0,11
002478730f724cd42813,Why does Quora have a text limit?,0,7
0024839018cb7fc74f36,What is the easiest way to get rid of debt?,0,10
0024a74f79954483a52a,How does the multiple-hit hypothesis explain the development of cancer?,0,10
0024a7a2b847062cb1e2,What happened in the year 0?,0,6
0024a9c12525ffeb0230,How do are non-dihydropyridine calcium channel blockers used?,0,8
0024b4e5fbf310a1872e,How can I cope with my boyfriend being extremely jealous?,0,10
0024b8399bcf259e6950,A governmental organisation is threatening your life. You have five hours to hide. What do you do?,0,17
0024beb5bbb4b0d7af9d,Do you have a particular kind of music that you listen to when you are sad?,0,16
0024c55a4de24768af7e,Can I give a reward to my virtual assistants for their efforts?,0,12
0024eeeeb6f42f9f90f8,What are the admission requirements in Stanford university for an Indian student?,0,12
002526149557c2184b12,What are some sites on the web that criticise indie films?,0,11
00252aa6b68b87b6ac0c,Which type of questions may asked to a civil engineer in UPSC civil services interview?,0,15
002548d626f2cfb447ec,"Are the U.S, sanctions against Iran legal and in good faith?",0,11
0025533674d2c471b892,What do you think will happen in Seasons 5 and 6 of The Americans?,0,14
002568bb0c1beea277be,Why do people think it is okay to ask people online advice about health issues?,0,15
002586ec0b7b51ab4e30,What are some signs that indicate Trump is trying to turn the United States into an authoritarian state?,0,18
00259bcae404abf62841,What are the harsh truths about Africa?,0,7
0025a1fd60219911a60c,How is your experience with husky dogs in India? Can they sustain Indian tropical environment?,0,15
0025a2d865e3c26f97f8,What are the prerequisites to become an assistant professor?,0,9
0025b2f65c150dce2123,Is it helpful to do mtech with low aggregate in mechanical engineering?,0,12
0025b4830ca6cfe7e866,"Do you, as a Christian, think that Jews should convert to Christianity in order to be saved?",0,17
0025e7f20204c98ef838,Are there any theories about how human memory is stored other than in synapses?,0,14
002624a1a6d19eea5a65,Is queen Elizabeth related to king henry viii?,0,8
0026284a957ec05a58f0,Why are drain flies common on sewage systems?,0,8
00262fb9282b3935b46a,How long does it take you to process a cow?,0,10
00263f2cf793055ea939,How do charities become so huge?,0,6
00264a7963de2407fc96,Where do I find the class clowns at Harvard?,0,9
00264b2bbed6cc8df1f2,Is there a future for us?,0,6
0026566af1ec7749f8aa,Which city in India has a good ecosystem for developing prototypes real fast and real cheap for inventors?,0,18
00266719cffa5b43eec7,Is it worth to study in MBA in tier 3 colleges like TAPMI / BIM / KJ SOMAIYA?,0,18
00267690d6ed59b003e2,What is the lease agreement for Common.com or Ollie.co or Coliving.com?,0,11
00267daf7881acc08c4d,"Do companies like TCS, Wipro, Infosys give salary during their training period?",0,12
00267ec73dcc3d626779,What supplements work for growing boobs?,0,6
0026987cc06fdc85d600,Should we be more concerned with whether Carter Page is a Russian spy and why was he working for the Trump campaign?,0,22
0026be59ba33680339fd,Is there any sense for native English person to immigrate to Germany from Great Britain?,0,15
0026d424a107ca74e1b8,Do FL police record any data when they check a citizen's ID without issuance of any citations or infractions?,0,19
0026e2f3aa8c1582eb46,Do electric cars have gears?,0,5
0026e44dddf6a376c423,"How do I live on 20,000 a year?",0,8
0026fe4ede065086039e,What is an impersonal God?,0,5
002706c108593d2aab3c,How can I avoid my dog from getting wet when it rains if I can't allow her to come inside and there is no dry area available for her to stay under?,0,32
002734a911eb1abc996d,What is the best way to deal with sex withdrawal?,0,10
00274b1df978f32ccd5e,"Where are the best colleges and why (e.g. free tuition, job opportunities?",0,12
00275c4a6b589afb34ec,What is the purpose of the siliceous ooze?,0,8
00277953a272386a4c6a,Where are the first 10 employees of Flipkart now?,0,9
0027844ba5e86d4b185d,"The solar system is not a fixed reference frame in the universe, so are we experiencing any time dilation effects due to its movement?",0,24
00278571328954ce971c,Would thin plated armour with folded leather scales underneath make a good knight's armor?,0,14
002786662bf15124c049,What are some unique bandeau outfits ideas for teenagers?,0,9
0027867169577a472974,What the simlarity between computer organization and computer arichtecture?,0,9
0027b475c77063a30031,What were the most important 5 causes of the Great Depression?,0,11
0027da8a024d22197a0d,Are you covered by insurance if you die on a roller coaster?,0,12
0027e606dd7851f96458,How did civic nationalism originate?,0,5
00280e0511a7202a08d8,What other big investment options with less risk are there in India except real estate?,0,15
0028116b4f03976eec60,What eventuality are you prepared to survive and would such a collapse be worth surviving?,0,15
002818285238dbc1cfe0,Why Can't People change Gender physically the way animals can?,0,10
00281ba728f6243ff7bc,"Why do my Gmail passwords keep disappearing? I'm on a Mac, and all my Gmail boxes are in the sidebar along the left. Every so often, I lose connection to my Gmail boxes, and have to reset all the passwords. I access these mail boxes every day.",0,47
00282941b43dd3b5724d,What do I need to do to become a great electrical engineer?,0,12
0028305145adcfebc5b2,Can weed cause cardiac arrest?,0,5
00283e652adf69e38c72,Are there any types of tooth-coloured fillings?,0,7
00284426d4737d6af5cf,"Why do I think it's good for a country to have more CCTV surveillance and phone surveillance despite ""human rights abuse claim""?",0,22
002845db5432b2545748,"How can I notify one of my tweeter contacts about the fact that his account is possibly hacked, since it likes pornographic content, is it possible to send an anonymous message?",0,31
00284bbdb60c6cdf373c,Choose your least favorite MCU villain. How would you improve him/her?,0,11
0028665e184ea6f21093,"Between Armfeldt, Lewenhaupt and Rehnskiöld, who was the best Swedish general?",0,11
002873fdf551409d36ef,What do psychopaths think about the fat acceptance movement?,0,9
00287b28f4008d99d768,How do you know if a guy is just sweet and caring or has feelings for you?,0,17
00288badba20c465d33a,Have you ever cheated on someone's test in school?,0,9
002891af5753829e9cf0,Which companies in India hire SQL developers?,0,7
0028a18f4ff93eb89619,What was the most fun you have ever had in your life?,0,12
0028a1c04b9447f3be1c,What area is considered to be Western Europe?,0,8
0028a93a17bcd4c3925e,What is the best laptop for everyday use and some light gaming?,0,12
0028b45e4c89721cf239,Who are bigger the red blood cells or the white blood cells?,0,12
0028d58135f9c1b5ad8c,What is the significant of logarithm in image processing?,0,9
0028d91d0ba904ddb7c3,Which area in Banglore is safest for working women?,0,9
0028f67ccff988aee531,What is the meaning of nudge in hike?,0,8
0028fd9562805d42a16f,What is the most real thing or idea?,0,8
002913945566f6cae369,What is the relation between the rotation of earth and changing polarities?,0,12
00291b7116820990a72a,What is the difference between active duty and the coast guard?,0,11
00292a335f998311000c,How is Dynamic 365 team at Microsoft IDC Hyderabad?,0,9
00294e5623ad531ecea7,How do I keep my lazyness away?,0,7
00295ca6c3703de69220,Which posion can kill human in few mintues?,0,8
0029691ccc1cd5b4c0c5,How long does a stand-up count take in prison?,0,9
00296f75eb82f78682ad,Why is my dad unnecessarily harsh on me than when compared to my siblings (I am a first-born)?,0,18
0029912ec19eab703bc0,Are all anti-missile systems THAADs?,0,5
00299f37e322934b04d5,Can we have hybrid bike wheels on a mountain bike frame?,0,11
0029ad686abc23ada02e,How do I win over a married man?,0,8
0029ba83bc1b0e1094d0,What do you think of Donald Trump's new 'real news' program hosted by his daughter-in-law?,0,15
0029bbffb6dd7e4a4c86,How was Buddhism an improvement for women in Hindu cultures?,0,10
0029daf7b78a1a2439d8,What is the largest state in terms of population?,0,9
0029e12d6135e4fca53b,How do grown men look in skinny jeans?,0,8
0029e1a6081858c3d14a,What is the best site to learn basic computer?,0,9
0029e1a6d511f2993131,What is the background of the Hammer v. Dagenhart case?,0,10
0029f473270ea5143b41,Are there British actors who have lost their accents either completely or partially from living in America for so long?,0,20
002a1d04c77b1a0dd329,What would it take for US homeowners to begin putting solar panels on their roofs en masse?,0,17
002a2836b3db5aa211ec,How would I be able to record clips of TV shows and upload them on YouTube? What tool is best to use? And does anyone know how I could do it?,0,31
002a2a6d561b730142da,How can I treat a watery discharge after 39 weeks pregnant?,0,11
002a40f7d1b58ed0bfd0,Do most 11 year olds have bad mums and dads?,0,10
002a474cf60fda86eb04,Apparently cold showers are good for your skin and hair. How often should I take them? Once a day or twice a day?,0,23
002a55f78244a4d61adc,How likely is Facebook going bankruptcy?,0,6
002a5f773783badefe0a,What is the maximum size possible for a thunderstike?,0,9
002a621639f26e1b653d,What can be revealed throughout the genome of the platypus?,0,10
002a63a02c4cacb5c592,What do you think of the 100% renewable feasibility evaluation by LUT and EWG? Are there any major flaws in this study?,0,22
002a6ced017aa96f3d25,Do you really think you could follow through with taking a actual bullet for someone?,0,15
002a71861570990c291d,"If you inject within the marked areas on this rat, what would you risk penetrating?",0,15
002a7d20d3ef20111d21,If a venomous snake bites a human and that human is sick and that venom can cure that human but also harm it how would you go by proceeding that medical procedure?,0,32
002a843c7630b057e45a,Why is it important to amplify a signal before sending it to the recipient?,0,14
002a9dc409cc2520271e,What can we do for our society?,0,7
002aaadb57f1f81a3336,Why are the lifeguards necessary at any aquatic facility?,0,9
002aad678ac2c9ae35b1,Does the diameter of a bob affect the pendulum?,0,9
002ab0b9fab33f1775d8,What's the difference between multiplication and quantitative percentages?,0,8
002ab20672f84081804a,"If I delete my Quora account, can I use the same email address to create another one?",0,17
002ab863fc291e10c241,Is there an intuitive way to understand how Radon–Nikodym derivative is useful?,0,12
002ad113802bf65b479f,Is South Africa a safe country to visit?,0,8
002ad2ba6e5d4bc0240e,What is the best route from Houston to San Francisco if I have one week?,0,15
002aec988a02954bc80e,What is the structure of white blood cells'?,0,8
002b06352ea8a207eb36,Why can't we stop religious conversions in India?,0,8
002b06bdb7627105e270,I like to start a business or continue my dad's business. Should I do BBA or BBM?,0,17
002b20092b4c6c1d97cb,What is the fee for COMEDK MBBS 2017?,0,8
002b2a4e02f63951851c,What is the best motivation you've ever received?,0,8
002b43a78f69c768989a,My skin turns dark with any body lotion that I use. Why?,0,12
002b4d9dce81e0ce8dbd,Why does my mother call me her favorite when were alone but when we are around my other siblings she says she has no favorites?,0,25
002b4e57043e26ce61c3,What is the best way to tackle the situation where I am earning much more than my friends and they look at me with 'expectations'?,0,25
002b565ebf9608f3a2a2,Does “t” go silent in ‘it’ll”?,0,6
002b6ae0795fd7e68077,"Hypothetically, how effective would a mercury filled grenade be at killing enemy combatants?",0,13
002b7549d23d2a663e73,"Are the syllabic consonants of the Sanskrit varnamala {ऋ, ॠ, ऌ, ॡ} considered vowels or consonants?",0,16
002b9746d06b9bc4fe6f,Should I buy clothes or a phone?,0,7
002b9b8a9adec392454a,Which government medical college can get with 320 marks in NEET 2017 (SC Category)?,0,14
002baeeee2f4a2459ac5,What are the articles that come from a famous journals and their content is to compare tow things and the writing model or writing skill is worth learning?,0,28
002bb125dc621663ccc5,What would you do if you had total obedience over all living creatures for one day?,0,16
002bb2a53560cdd5ec64,How do I select the best dental practice marketing agency for dentists?,0,12
002bbe04773828983406,Who are the best professors at the University of Cambridge?,0,10
002be7ff290d37116ac4,Which is best Jaypee 62 or MIT Pune for CSE?,0,10
002bebc8b73c0f245930,What are some important chapters for NEET 2018 for biology?,0,10
002bfb2388ac2bc1e56e,Do we get foreign assignments in public relations?,0,8
002c02ccd1de5779c666,"If Britain revokes Article 50 now, would the value of the pound go up? If yes, by how much?",0,19
002c1e5b0eb68bf094cf,My Apple radio keeps surging whenever I turn on the radio. How can I fix it?,0,16
